sentence,entity_text,entity_type
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,pip,SOFTWARE
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,tensorflow-1.10.0,SOFTWARE
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,linux_x86_64,SOFTWARE
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,pip,SOFTWARE
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,pip,SOFTWARE
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,opencv-python==3.4.3,SOFTWARE
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,pip,SOFTWARE
To install Tensorflow GPU version 1.10 run this command from `pip`: ``` pip install https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.10.0-cp27-none-linux_x86_64.whl ```  Otherwise you can install the CPU version:  ``` pip install https://storage.googleapis.com/tensorflow/linux/cpu/tensorflow-1.10.0-cp27-none-linux_x86_64.whl ```  Additional packages can also be installed with `pip`:  ``` pip install opencv-python==3.4.3 pip install scikit-image==0.14 ```  All the procedures reported below will work only if the current terminal directory is the code folder.,scikit-image==0.14,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"Ablation study -------------- To reproduce the four ablation conditions simply set the parameters `lambda_e` and `lambda_i` in the command line:  **Condition lambda_e=0.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=0.0 ```  **Condition lambda_e=1.0 and lambda_i=0.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **Condition lambda_e=0.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=0.0 --lambda_i=1.0 ```  **Condition lambda_e=1.0 and lambda_i=1.0**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  Comparison against baselines ------------------------------ The following commands can be used to train the four models:  **Y-AE**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=1.0 ```  **Y-AE + ablation**  ``` python train.py --arch=""yae"" --lambda_e=1.0 --lambda_i=0.0 ```  **cAE**  ``` python train.py --arch=""cae"" ```  **cAE + regularization**  ``` python train.py --arch=""cae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **adversarial-AE + regularization**  ``` python train.py --arch=""aae"" --epochs=20 --implicit_units=16 --wdecay=0.0001 ```  **VAE**  ``` python train.py --arch=""vae"" ```  **beta-VAE**  ``` python train.py --arch=""vae"" --beta=2.0 ```  Note that the folders in `.",python,SOFTWARE
"The logs are saved in the `log` subdir and they can be visualized through tensorboard:  ``` tensorboard --logdir="".",tensorboard,SOFTWARE
"The logs are saved in the `log` subdir and they can be visualized through tensorboard:  ``` tensorboard --logdir="".",tensorboard,SOFTWARE
"LeNet classifiers ------------------  It is possible to train a LeNet classifier through the following command:  ``` python train.py --arch=""lenet"" --epochs=30 --lrate=0.0001 --wdecay=0.0001 ```  To increase the variance of the ensemble each network should be trained with different hyperparameters values.",LeNet,SOFTWARE
"LeNet classifiers ------------------  It is possible to train a LeNet classifier through the following command:  ``` python train.py --arch=""lenet"" --epochs=30 --lrate=0.0001 --wdecay=0.0001 ```  To increase the variance of the ensemble each network should be trained with different hyperparameters values.",LeNet,SOFTWARE
"LeNet classifiers ------------------  It is possible to train a LeNet classifier through the following command:  ``` python train.py --arch=""lenet"" --epochs=30 --lrate=0.0001 --wdecay=0.0001 ```  To increase the variance of the ensemble each network should be trained with different hyperparameters values.",python,SOFTWARE
"LeNet classifiers ------------------  It is possible to train a LeNet classifier through the following command:  ``` python train.py --arch=""lenet"" --epochs=30 --lrate=0.0001 --wdecay=0.0001 ```  To increase the variance of the ensemble each network should be trained with different hyperparameters values.",lenet,SOFTWARE
"Test =====  Losses on the test set -----------------------  It is possible to load a pretrained model in order to measure the losses on the test set.  ``` python test.py --arch=""cae"" --type=""loss"" --resume="".",python,SOFTWARE
"For instance to generate the data for a regularized cAE you may have to run something like this:  ``` python test.py --arch=""cae"" --implicit_units=16 --type=""gendata"" --resume="".",python,SOFTWARE
"/results/cae_ep10_wdecay0.0001_units16"" ```  This will create a new folder named `gendata` with numpy features and labels of the artificial dataset.",numpy,SOFTWARE
Those can be visualized with matplotlib.,matplotlib,SOFTWARE
"The command to run may look like this:  ``` python test.py --arch=""cae"" --implicit_units=16 --type=""metrics"" --tot_samples=20 --resume=""/home/mpatacchiola/Y-autoencoder-paper/code/results/cae_ep10_wdecay0.0001_units16/model/131315_27032019_4679/model.ckpt"" --path="".",python,SOFTWARE
"Ensemble accuracy ------------------  It is possible to use an external classifier, like a LeNet, to verify if the digit produced in the `gendata` step are recognized.",LeNet,SOFTWARE
Once the LeNet has been trained (see `Training` section) it is possible to load the model and get the accuracy metric.,LeNet,SOFTWARE
"If you use this code, please cite the paper using the bibtex reference below. ``` @inproceedings{tanl,     title={Structured Prediction as Translation between Augmented Natural Languages},     author={Giovanni Paolini and Ben Athiwaratkun and Jason Krone and Jie Ma and Alessandro Achille and Rishita Anubhai and Cicero Nogueira dos Santos and Bing Xiang and Stefano Soatto},     booktitle={9th International Conference on Learning Representations, {ICLR} 2021},     year={2021}, } ```   ## Requirements  - Python 3.6+ - PyTorch (tested with version 1.7.1) - Transformers (tested with version 4.0.0) - NetworkX (tested with version 2.5, only used in coreference resolution)  You can install all required Python packages with `pip install -r requirements.txt`   ## Datasets  By default, datasets are expected to be in `data/DATASET_NAME`.",Python 3.6+,SOFTWARE
"If you use this code, please cite the paper using the bibtex reference below. ``` @inproceedings{tanl,     title={Structured Prediction as Translation between Augmented Natural Languages},     author={Giovanni Paolini and Ben Athiwaratkun and Jason Krone and Jie Ma and Alessandro Achille and Rishita Anubhai and Cicero Nogueira dos Santos and Bing Xiang and Stefano Soatto},     booktitle={9th International Conference on Learning Representations, {ICLR} 2021},     year={2021}, } ```   ## Requirements  - Python 3.6+ - PyTorch (tested with version 1.7.1) - Transformers (tested with version 4.0.0) - NetworkX (tested with version 2.5, only used in coreference resolution)  You can install all required Python packages with `pip install -r requirements.txt`   ## Datasets  By default, datasets are expected to be in `data/DATASET_NAME`.",PyTorch,SOFTWARE
"If you use this code, please cite the paper using the bibtex reference below. ``` @inproceedings{tanl,     title={Structured Prediction as Translation between Augmented Natural Languages},     author={Giovanni Paolini and Ben Athiwaratkun and Jason Krone and Jie Ma and Alessandro Achille and Rishita Anubhai and Cicero Nogueira dos Santos and Bing Xiang and Stefano Soatto},     booktitle={9th International Conference on Learning Representations, {ICLR} 2021},     year={2021}, } ```   ## Requirements  - Python 3.6+ - PyTorch (tested with version 1.7.1) - Transformers (tested with version 4.0.0) - NetworkX (tested with version 2.5, only used in coreference resolution)  You can install all required Python packages with `pip install -r requirements.txt`   ## Datasets  By default, datasets are expected to be in `data/DATASET_NAME`.",Transformers,SOFTWARE
